k,pmo_sse,pmo_ssi,sse_sim,ssi_sim,F_r
1.9708753014533626,0.46538006605923965,0.40628351125843987,,,0.3455956077882387
2.0240540789442205,0.46887217575454687,0.4108430762998261,,,0.3455956077882387
2.078667742941259,0.4723223783485253,0.4153547615003067,,,0.3455956077882387
2.134755010003656,0.47573019734539457,0.419817441288019,,,0.3455956077882387
2.1923556413529663,0.47909519852729177,0.4242300643721979,,,0.3455956077882387
2.25151047106054,0.48241698946178313,0.42859165320607673,,,0.3455956077882387
2.312261434995484,0.48569521894088785,0.43290130329012977,,,0.3455956077882387
2.37465160055372,0.48892957635561074,0.43715818232491377,,,0.3455956077882387
2.438725197189201,0.4921197910100721,0.44136152922299376,0.4973,0.4427787934186472,0.3455956077882387
2.504527647768919,0.49526563137931157,0.4455106529895372,,,0.3455956077882387
2.5721056007739564,0.4983669043150005,0.44960493148131053,,,0.3455956077882387
2.6415069633693875,0.5014234542031732,0.45364381005376897,,,0.3455956077882387
2.7127809353664922,0.504435162078172,0.45762680010593093,,,0.3455956077882387
2.785978044101334,0.5074019446969311,0.46155347753264564,,,0.3455956077882387
2.861150180254456,0.5103237535776928,0.46542348109371745,,,0.3455956077882387
2.9383506346370742,0.5132005740071861,0.46923651070919337,,,0.3455956077882387
3.017634135969835,0.5160324240202145,0.472992325689891,,,0.3455956077882387
3.0990568896809503,0.5188193533555147,0.4766907429120095,,,0.3455956077882387
3.1826766177511754,0.5215614423916438,0.4803316349443808,,,0.3455956077882387
3.268552599633912,0.5242588010665341,0.48391492813661074,0.5235,0.48634082884222263,0.3455956077882387
3.3567457142794304,0.5269115677842275,0.4874406006760399,,,0.3455956077882387
3.4473184832929835,0.5295199083121791,0.4909086806210896,,,0.3455956077882387
3.5403351152574576,0.5320840146723618,0.49431924391821436,,,0.3455956077882387
3.6358615512519177,0.5346041040292735,0.4976724124092883,,,0.3455956077882387
3.733965511598372,0.5370804175777838,0.5009683518358792,,,0.3455956077882387
3.8347165438698703,0.5395132194336053,0.5042072698464675,,,0.3455956077882387
3.938186072193953,0.5419027955290223,0.5073894140122768,,,0.3455956077882387
4.044447447886449,0.544249452516337,0.5105150698569836,,,0.3455956077882387
4.153576001451466,0.5465535166813487,0.5135845589051915,,,0.3455956077882387
4.265649095984472,0.5488153328690013,0.5165982367541524,0.5381,0.5260810548768664,0.3455956077882387
4.380746182016328,0.5510352634231994,0.5195564911728545,,,0.3455956077882387
4.4989488538371045,0.5532136871426078,0.5224597402322062,,,0.3455956077882387
4.620340907339691,0.5553509982541216,0.5253084304696948,,,0.3455956077882387
4.7450083994241155,0.5574476054055191,0.5281030350915374,,,0.3455956077882387
4.87303970900476,0.5595039306786797,0.5308440522150101,,,0.3455956077882387
5.004525599663686,0.5615204086245881,0.5335320031533026,,,0.3455956077882387
5.139559283994485,0.563497485321223,0.5361674307449478,,,0.3455956077882387
5.278236489682263,0.5654356174552805,0.5387508977295608,,,0.3455956077882387
5.420655527366661,0.5673352714285598,0.5412829851713561,,,0.3455956077882387
5.566917360335927,0.5691969224897153,0.5437642909316215,,,0.3455956077882387
5.717125676101509,0.5710210538919553,0.5461954281911043,0.5672,0.5474315710536183,0.3455956077882387
5.871386959903924,0.5728081560771819,0.5485770240230043,,,0.3455956077882387
6.029810570201948,0.5745587258871796,0.550909718017176,,,0.3455956077882387
6.192508816198708,0.5762732657994628,0.5531941609546164,,,0.3455956077882387
6.359597037459566,0.5779522831978319,0.5554310135367606,,,0.3455956077882387
6.531193685678346,0.5795962896581781,0.5576209451607206,,,0.3455956077882387
6.707420408649743,0.5812058002723781,0.5597646327504686,,,0.3455956077882387
6.888402136507505,0.5827813329942633,0.5618627596364103,,,0.3455956077882387
7.074267170289574,0.5843234080136874,0.5639160144855804,,,0.3455956077882387
7.265147272892869,0.5858325471574582,0.5659250902813612,,,0.3455956077882387
7.461177762482226,0.5873092733168431,0.5678906833519335,0.5794,0.5678772577199456,0.3455956077882387
7.662497608419805,0.5887541099013329,0.5698134924466262,,,0.3455956077882387
7.869249529782812,0.5901675803182732,0.5716942178592022,,,0.3455956077882387
8.081580096539508,0.5915502074779455,0.5735335605970746,,,0.3455956077882387
8.299639833455126,0.5929025133236348,0.5753322215953548,,,0.3455956077882387
8.523583326801505,0.5942250183861775,0.5770909009746135,,,0.3455956077882387
8.753569333945904,0.5955182413624898,0.5788102973411678,,,0.3455956077882387
8.989760895896792,0.59678269871686,0.5804911071283871,,,0.3455956077882387
9.232325452886453,0.5980189043082107,0.5821340239794395,,,0.3455956077882387
9.481434963072195,0.599227369032205,0.5837397381655767,,,0.3455956077882387
9.737266024440435,0.6004086004944049,0.5853089360460508,,,0.3455956077882387
10.0,0.6015631026974526,0.586842299561178,0.5983,0.5773797936538836,0.3455956077882387
